,Perovskite,bandgap(eV),glass,ETL,ETL-2,"ETL 
thickness(um)",HTL,"HTL 
thickness(um)",meta,"Perovskite 
deposition
 procedure","Perovskite
 deposition
 method","Anti-solvent 
treatment","Precursor
 solution","Annealing
 temperature (°C) ","Annealing
 time (minutes) ",Jsc,Voc,FF,PCE,Article
126,Cs0.05MA0.08FA0.87PbI2.76Br0.24,,ITO,BCP,C60,,PTAA,,Ag,one-step,spin,,DMF/DMSO/PA,100.0,30.0,21.4,0.92,0.589,11.8,"Louks, A.E., Tirawat, R., Yang, M., Habisreutinger, S.N., Harvey, S.P., Schutt, K., Zhu, K., Berry, J.J. and Palmstrom, A.F. (2023), Improving Stability of Triple-Cation Perovskite Solar Cells under High-Temperature Operation. Sol. RRL, 7: 2300248."
127,MAPbI2.55Br0.45,,FTO,TiO2,,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,20.5,1.0254,0.7,14.7,"Lin, Q., Senanayak, S.P., Yaghoobi Nia, N., Alsari, M., Lilliu, S. and Abdi-Jalebi, M. (2023), Impact of A-Site Cation Modification on Charge Transport Properties of Lead Halide Perovskite for Photovoltaics Applications. Energy Technol., 11: 2300358."
128,FA0.85MA0.15PbI2.55Br0.45,,FTO,TiO2,,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.04,1.0285,0.72,16.3,"Lin, Q., Senanayak, S.P., Yaghoobi Nia, N., Alsari, M., Lilliu, S. and Abdi-Jalebi, M. (2023), Impact of A-Site Cation Modification on Charge Transport Properties of Lead Halide Perovskite for Photovoltaics Applications. Energy Technol., 11: 2300358."
129,Cs0.05FA0.80MA0.15PbI2.55Br0.45,,FTO,TiO2,,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.595,1.065,0.73,17.6,"Lin, Q., Senanayak, S.P., Yaghoobi Nia, N., Alsari, M., Lilliu, S. and Abdi-Jalebi, M. (2023), Impact of A-Site Cation Modification on Charge Transport Properties of Lead Halide Perovskite for Photovoltaics Applications. Energy Technol., 11: 2300358."
130,Cs0.05FA0.80MA0.15PbI2.55Br0.45,,FTO,TiO2,,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO/RbI,100.0,60.0,23.06,1.1395,0.78,20.5,"Lin, Q., Senanayak, S.P., Yaghoobi Nia, N., Alsari, M., Lilliu, S. and Abdi-Jalebi, M. (2023), Impact of A-Site Cation Modification on Charge Transport Properties of Lead Halide Perovskite for Photovoltaics Applications. Energy Technol., 11: 2300358."
131,Cs0.05FA0.80MA0.15PbI2.55Br0.45,,FTO,TiO2,,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO/KI,100.0,60.0,23.215,1.162,0.765,20.65,"Lin, Q., Senanayak, S.P., Yaghoobi Nia, N., Alsari, M., Lilliu, S. and Abdi-Jalebi, M. (2023), Impact of A-Site Cation Modification on Charge Transport Properties of Lead Halide Perovskite for Photovoltaics Applications. Energy Technol., 11: 2300358."
132,Cs0.05FA0.81MA0.14PbI2.55Br0.45,,FTO,TiO2,,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,,,28.48,1.02,0.5505,15.99,"Temsal, M., Aryal, S., Kaul, A.B. (2023). Triple-Cation Perovskite Photoabsorbers and Solar Cells. In: TMS 2023 152nd Annual Meeting & Exhibition Supplemental Proceedings. TMS 2023. The Minerals, Metals & Materials Series. Springer, Cham. https://doi.org/10.1007/978-3-031-22524-6_43"
133,Cs0.05 FA0.79 MA0.16 PbI2.45 Br0.55,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,,,,,,,18.85,1.09,0.6975,14.32,"Aryal, S., Temsal, M., Ghavaminia, E., Kaul, A.B. (2023). Stability Study of Cesium-Based Triple Cation Perovskite Solar Cells in Elevated Environmental Ambients. In: TMS 2023 152nd Annual Meeting & Exhibition Supplemental Proceedings. TMS 2023. The Minerals, Metals & Materials Series. Springer, Cham."
134,Cs0.05MA0.4FA0.55PbI2.88Br0.12,,FTO,c-TiO2,SnO2,,spiro-MeOTAD,,Au,two-step,slot-die-coating,,DMF/DMSO,150.0,15.0,22.5,1.089,0.73,18.0,"I. Zimmermann, M. AlAtem, O. Fournier, S. Bernard, S. Jutteau, L. Lombez, J. Rousset, Sequentially Slot-Die-Coated Perovskite for Efficient and Scalable Solar Cells. Adv. Mater. Interfaces 2021, 8, 2100743."
135,Cs0.05MA0.4FA0.55PbI3.84Br0.16,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,slot-die-coating,,DMF/DMSO,150.0,15.0,21.5,1.103,0.7385,17.5,"I. Zimmermann, M. AlAtem, O. Fournier, S. Bernard, S. Jutteau, L. Lombez, J. Rousset, Sequentially Slot-Die-Coated Perovskite for Efficient and Scalable Solar Cells. Adv. Mater. Interfaces 2021, 8, 2100743."
136,Cs0.05MA0.4FA0.55PbI4.8Br0.2,,FTO,SnO2,,,spiro-MeOTAD,,Au,two-step,slot-die-coating,,DMF/DMSO,150.0,15.0,22.1,1.023,0.723,16.3,"I. Zimmermann, M. AlAtem, O. Fournier, S. Bernard, S. Jutteau, L. Lombez, J. Rousset, Sequentially Slot-Die-Coated Perovskite for Efficient and Scalable Solar Cells. Adv. Mater. Interfaces 2021, 8, 2100743."
137,MA0.17FA0.83PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,20.2,1.13,0.64,14.6,"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Sužiedėlis A, et al. Impact of Cesium Concentration on Optoelectronic Properties of Metal Halide Perovskites. Materials. 2022; 15(5):1936."
138,Cs0.1MA0.153FA0.747PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.6,1.11,0.77,20.2,"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Sužiedėlis A, et al. Impact of Cesium Concentration on Optoelectronic Properties of Metal Halide Perovskites. Materials. 2022; 15(5):1936."
139,Cs0.2MA0.136FA0.664PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,20.8,1.09,0.74,16.8,"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Sužiedėlis A, et al. Impact of Cesium Concentration on Optoelectronic Properties of Metal Halide Perovskites. Materials. 2022; 15(5):1936."
140,Cs0.4MA0.102FA0.498PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,18.3,1.01,0.71,13.1,"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Sužiedėlis A, et al. Impact of Cesium Concentration on Optoelectronic Properties of Metal Halide Perovskites. Materials. 2022; 15(5):1936."
141,Cs0.6MA0.068FA0.332PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,16,0.96,0.7,10.8,"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Sužiedėlis A, et al. Impact of Cesium Concentration on Optoelectronic Properties of Metal Halide Perovskites. Materials. 2022; 15(5):1936."
142, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,PlanarTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,15.61,0.8,0.43,5.37,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
143, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,1%Nb–PlanarTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,15.97,0.81,0.44,5.69,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
144, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,2%Nb–PlanarTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,16.09,0.8,0.47,6.04,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
145, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,3%Nb–PlanarTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,16.37,0.8,0.51,6.67,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
146, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,4%Nb–PlanarTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,16.84,0.79,0.51,6.78,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
147, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,5%Nb–PlanarTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,16.98,0.78,0.54,7.15,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
148, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,mpTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,14.4,0.84,0.39,4.72,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
149, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,1%Nb–mpTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,14.52,0.84,0.41,5.0,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
150, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,2%Nb–mpTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,14.7,0.83,0.41,5.0,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
151, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,3%Nb–mpTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,14.91,0.83,0.44,5.44,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
152, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,4%Nb–mpTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,14.98,0.83,0.47,5.84,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
153, Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,5%Nb–mpTiO2,,,,,Au,one-step,spin,,DMF/DMSO,100.0,60.0,15.14,0.82,0.49,6.08,"ZARE BIDAKI A, ABDIZADEH H, POURSHABAN E, et al. Comparing the planar and porous Nb-doped TiO2 photoanode of triple cation perovskite solar cells [J]. Materials Science in Semiconductor Processing, 2022, 138: 106259."
154,Cs0.05FA0.86MA0.09PbI2.91Br0.09,1.56,FTO,SnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMF,100.0,60.0,21,0.987,0.453,9.4,"DU L, PENG C, CHEN Q, et al. α-Phase intermediate for efficient and stable narrow bandgap triple cation perovskite solar cells [J]. Journal of Alloys and Compounds, 2022, 910: 164722."
155,Cs0.05FA0.86MA0.09PbI2.91Br0.09,1.56,FTO,SnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.49,1.041,0.748,18.3,"DU L, PENG C, CHEN Q, et al. α-Phase intermediate for efficient and stable narrow bandgap triple cation perovskite solar cells [J]. Journal of Alloys and Compounds, 2022, 910: 164722."
156,Cs0.05FA0.86MA0.09PbI2.91Br0.09,1.56,FTO,SnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMF/DMSO/MACl,100.0,60.0,23.5,1.08,0.776,19.7,"DU L, PENG C, CHEN Q, et al. α-Phase intermediate for efficient and stable narrow bandgap triple cation perovskite solar cells [J]. Journal of Alloys and Compounds, 2022, 910: 164722."
157,Cs0.10FA0.75MA0.15PbBr0.45I2.55,,ITO,SpinSnO2,,,spiro-OMeTAD,,Ag,two-step,spin,EA/HEX,DMF/DMSO,100.0,60.0,17.92,1.168,0.7056,13.48,"SATALE V V, KUMAR N, LEE H B, et al. Spray-assisted deposition of a SnO2 electron transport bilayer for efficient inkjet-printed perovskite solar cells [J]. Inorganic Chemistry Frontiers, 2023, 10(12): 3558-67."
158,Cs0.10FA0.75MA0.15PbBr0.45I2.55,,ITO,SpraySnO2,,,spiro-OMeTAD,,Ag,two-step,spin,EA/HEX,DMF/DMSO,100.0,60.0,18.31,1.182,0.7064,14.49,"SATALE V V, KUMAR N, LEE H B, et al. Spray-assisted deposition of a SnO2 electron transport bilayer for efficient inkjet-printed perovskite solar cells [J]. Inorganic Chemistry Frontiers, 2023, 10(12): 3558-67."
159,Cs0.10FA0.75MA0.15PbBr0.45I2.55,,ITO,BilayerSnO2,,,spiro-OMeTAD,,Ag,two-step,spin,EA/HEX,DMF/DMSO,100.0,60.0,18.32,1.187,0.7773,15.76,"SATALE V V, KUMAR N, LEE H B, et al. Spray-assisted deposition of a SnO2 electron transport bilayer for efficient inkjet-printed perovskite solar cells [J]. Inorganic Chemistry Frontiers, 2023, 10(12): 3558-67."
160,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,30+50,spiro-OMeTAD,250.0,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,23.5,1.11,0.77,20.1,"T. Singh, T. Miyasaka, Adv. Energy Mater. 2018, 8, 1700677. "
161,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,FTO,c-TiO3,mp-TiO3,30+51,spiro-OMeTAD,251.0,Au,one-step,spin,EA,DMF/DMSO,100.0,60.0,23.3,1.15,0.74,19.8,"T. Singh, T. Miyasaka, Adv. Energy Mater. 2018, 8, 1700677. "
162,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,FTO,c-TiO4,mp-TiO4,30+52,spiro-OMeTAD,252.0,Au,one-step,spin,T,DMF/DMSO,100.0,60.0,23.6,1.15,0.73,19.9,"T. Singh, T. Miyasaka, Adv. Energy Mater. 2018, 8, 1700677. "
163,FA0.83MA0.17PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,30+50,spiro-OMeTAD,250.0,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,23.7,1.11,0.77,20.1,"T. Singh, T. Miyasaka, Adv. Energy Mater. 2018, 8, 1700677. "
164,Cs0.1FA0.747MA0.153PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,30+50,spiro-OMeTAD,250.0,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,22.3,1.09,0.73,17.8,"T. Singh, T. Miyasaka, Adv. Energy Mater. 2018, 8, 1700677. "
165,FA0.4MA0.6PbI2.8Br0.2 ,1.617,FTO,TiO2,Al2O3,,NiO,,C,two-step,spin,,DMF/DMSO,100.0,30.0,22.31,0.953,0.7,14.88,"LIU S, HUANG W, LIAO P, et al. 17% efficient printable mesoscopic PIN metal oxide framework perovskite solar cells using cesium-containing triple cation perovskite [J]. Journal of Materials Chemistry A, 2017, 5(44): 22952-8."
166,Cs0.05FA0.38MA0.57PbI2.8Br0.2 ,1.63,FTO,TiO2,Al2O4,,NiO,,C,two-step,spin,,DMF/DMSO,100.0,30.0,23.4,1.008,0.7214,17.02,"LIU S, HUANG W, LIAO P, et al. 17% efficient printable mesoscopic PIN metal oxide framework perovskite solar cells using cesium-containing triple cation perovskite [J]. Journal of Materials Chemistry A, 2017, 5(44): 22952-8."
167,Cs0.1FA0.36MA0.54PbI2.8Br0.2 ,1.647,FTO,TiO2,Al2O5,,NiO,,C,two-step,spin,,DMF/DMSO,100.0,30.0,17.63,0.903,0.6637,10.57,"LIU S, HUANG W, LIAO P, et al. 17% efficient printable mesoscopic PIN metal oxide framework perovskite solar cells using cesium-containing triple cation perovskite [J]. Journal of Materials Chemistry A, 2017, 5(44): 22952-8."
168,Cs0.2FA0.32MA0.48PbI2.8Br0.2 ,1.65,FTO,TiO2,Al2O6,,NiO,,C,two-step,spin,,DMF/DMSO,100.0,30.0,12.61,0.889,0.6807,7.64,"LIU S, HUANG W, LIAO P, et al. 17% efficient printable mesoscopic PIN metal oxide framework perovskite solar cells using cesium-containing triple cation perovskite [J]. Journal of Materials Chemistry A, 2017, 5(44): 22952-8."
169,FA0.83MA0.17PbI2.49Br0.51,,FTO,TiO2,,60,spiro-MeOTAD,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,8.507,1.02,0.4096,3.57,"SINGH R, SANDHU S, YADAV H, et al. Stable Triple-Cation (Cs+–MA+–FA+) Perovskite Powder Formation under Ambient Conditions for Hysteresis-Free High-Efficiency Solar Cells [J]. ACS Applied Materials & Interfaces, 2019, 11(33): 29941-9."
170,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,FTO,TiO2,,60,spiro-MeOTAD,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,16.94,1.06,0.5784,10.42,"SINGH R, SANDHU S, YADAV H, et al. Stable Triple-Cation (Cs+–MA+–FA+) Perovskite Powder Formation under Ambient Conditions for Hysteresis-Free High-Efficiency Solar Cells [J]. ACS Applied Materials & Interfaces, 2019, 11(33): 29941-9."
171,Cs0.08FA0.7636MA0.1564PbI2.49Br0.51,,FTO,TiO2,,60,spiro-MeOTAD,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,21.05,1.09,0.6731,15.58,"SINGH R, SANDHU S, YADAV H, et al. Stable Triple-Cation (Cs+–MA+–FA+) Perovskite Powder Formation under Ambient Conditions for Hysteresis-Free High-Efficiency Solar Cells [J]. ACS Applied Materials & Interfaces, 2019, 11(33): 29941-9."
172,Cs0.1FA0.747MA0.153PbI2.49Br0.51,,FTO,TiO2,,60,spiro-MeOTAD,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,19.11,1.06,0.6374,12.55,"SINGH R, SANDHU S, YADAV H, et al. Stable Triple-Cation (Cs+–MA+–FA+) Perovskite Powder Formation under Ambient Conditions for Hysteresis-Free High-Efficiency Solar Cells [J]. ACS Applied Materials & Interfaces, 2019, 11(33): 29941-9."
173,Cs0.15FA0.7055MA0.1445PbI2.49Br0.51,,FTO,TiO2,,60,spiro-MeOTAD,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,18.57,0.98,0.6123,11.27,"SINGH R, SANDHU S, YADAV H, et al. Stable Triple-Cation (Cs+–MA+–FA+) Perovskite Powder Formation under Ambient Conditions for Hysteresis-Free High-Efficiency Solar Cells [J]. ACS Applied Materials & Interfaces, 2019, 11(33): 29941-9."
174,Cs0.2FA0.664MA0.136PbI2.49Br0.51,,FTO,TiO2,,60,spiro-MeOTAD,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,17.11,0.95,0.5499,8.92,"SINGH R, SANDHU S, YADAV H, et al. Stable Triple-Cation (Cs+–MA+–FA+) Perovskite Powder Formation under Ambient Conditions for Hysteresis-Free High-Efficiency Solar Cells [J]. ACS Applied Materials & Interfaces, 2019, 11(33): 29941-9."
175,（Cs1Pb1I30.05FA0.7885Pb0.7885I2.365MA0.1615Pb0.1615Br0.4845,,ITO,PTAA,PFN-Br,,C/BCP,,Cu,one-step,spin,EA,DMSO,100.0,60.0,22.2,1141.0,0.769,19.4,"ZHANG S, SHAW P E, ZHANG G, et al. Defect/Interface Recombination Limited Quasi-Fermi Level Splitting and Open-Circuit Voltage in Mono- and Triple-Cation Perovskite Solar Cells [J]. ACS Applied Materials & Interfaces, 2020, 12(33): 37647-56."
176,FA0.8004Pb0.8004I2.401MA0.1196Pb0.1196Br0.3588Cs0.08Pb0.08I0.24,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,24.13,1.1,0.676,17.82,"SHAN X, WANG S, FU M, et al. Precisely preparing lead iodide passivation layer for enhancing the performance of triple cation perovskite solar cells using krypton fluoride excimer laser [J]. Journal of Power Sources, 2023, 555: 232368."
177,Cs0.05Pb0.05I0.15MA0.075Pb0.075Br0.225FA0.875Pb0.875I2.625Pb0.03I0.06,,FTO,c-TiO4,mp-TiO4,,TBTA[6]H/TBPHTFSI,,Au,two-step,spin,CB,DMF/DMSO,120.0,60.0,1.1,24.47,0.779,21.0,"LI T, ZHANG Y, FANG L, et al. Surface polymerization of melamine resin on a perovskite: enhancing the efficiency and stability of solar cells [J]. Journal of Materials Chemistry A, 2023, 11(28): 15269-76."
178,Cs0.05Pb0.05I0.15MA0.075Pb0.075Br0.225FA0.875Pb0.875I2.625Pb0.03I0.06,,FTO,c-TiO4,mp-TiO4,,TBTA[6]H/TBPHTFSI,,Au,two-step,spin,CB,DMF/DMSO/MF,120.0,60.0,1.13,24.57,0.8,22.2,"LI T, ZHANG Y, FANG L, et al. Surface polymerization of melamine resin on a perovskite: enhancing the efficiency and stability of solar cells [J]. Journal of Materials Chemistry A, 2023, 11(28): 15269-76."
179,Cs0.175FA0.750MA0.075PbI2.64Br0.36,,ITO,NiOx,,,PCBM/ZnO,,Ag,two-step,spin,CB,DMF/DMSO,100.0,30.0,1.09,21.24,0.7757,18.14,"SEO Y-H, KIM J H, KIM D-H, et al. In situ TEM observation of the heat–induced degradation of single– and triple–cation planar perovskite solar cells [J]. Nano Energy, 2020, 77: 105164."
180, Cs0.05Pb0.05I0.15FA0.79Pb0.79I2.37MA0.16Pb0.16I0.48,,FTO,c-TiO4,mp-TiO4,,SnS,,Au,two-step,spin,CB,DMF/DMSO/CsI,100.0,60.0,0.944,22.96,0.633,13.72,"LI Y, WANG Z, REN D, et al. SnS Quantum Dots as Hole Transporter of Perovskite Solar Cells [J]. ACS Applied Energy Materials, 2019, 2(5): 3822-9."
181,Cs0.05MA0.1615FA0.7885PbI2.7Br0.3,,glass/ITO,PCBM,ZnO,25,NiOx,25.0,Al,two-step,spin,CB,DMF/DMSO,100.0,10.0,1.023,22.2,0.82,17.7,"M. Najafi, F. Di Giacomo, D. Zhang, S. Shanmugam, A. Senes, W. Verhees, A. Hadipour, Y. Galagan, T. Aernouts, S. Veenstra, R. Andriessen, Small 2018, 14, 1702775. "
182,Cs0.05MA0.1615FA0.7885PbI2.7Br0.3,,PEN/ITO,PCBM,ZnO,26,NiOx,26.0,Al,two-step,spin,CB,DMF/DMSO,100.0,10.0,1.027,21.2,0.76,16.1,"M. Najafi, F. Di Giacomo, D. Zhang, S. Shanmugam, A. Senes, W. Verhees, A. Hadipour, Y. Galagan, T. Aernouts, S. Veenstra, R. Andriessen, Small 2018, 14, 1702775. "
183,Cs0.05MA0.1615FA0.7885PbI2.7Br0.3,,glass/ITO,PCBM,ZnO,25,NiOx,10.0,Al,two-step,spin,CB,DMF/DMSO,100.0,10.0,0.878,21.9,0.68,13.0,"M. Najafi, F. Di Giacomo, D. Zhang, S. Shanmugam, A. Senes, W. Verhees, A. Hadipour, Y. Galagan, T. Aernouts, S. Veenstra, R. Andriessen, Small 2018, 14, 1702775. "
184,Cs0.05MA0.1615FA0.7885PbI2.7Br0.3,,glass/ITO,PCBM,ZnO,25,NiOx,45.0,Al,two-step,spin,CB,DMF/DMSO,100.0,10.0,1.024,22.2,0.75,17.0,"M. Najafi, F. Di Giacomo, D. Zhang, S. Shanmugam, A. Senes, W. Verhees, A. Hadipour, Y. Galagan, T. Aernouts, S. Veenstra, R. Andriessen, Small 2018, 14, 1702775. "
185,MA0.6FA0.4PbI3,,FTO,TiO2,,,spiro-MeOTAD,,Au,one-step,spin,,,,,0.992,18.96,0.692,13.4,ALANAZI T I Z. Exploring the Stability of Planar-Architecture Perovskite Solar Cells [J]. 2021.
186,Cs0.05FA0.79MA0.15PbI2.45Br0.55,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.08,22.43,0.8048,19.5,ALANAZI T I Z. Exploring the Stability of Planar-Architecture Perovskite Solar Cells [J]. 2021.
187,Cs0.1FA0.747MA0.153PbBr0.51I2.49,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,,Inkjet-Printed,,DMF/DMSO,100.0,60.0,1.06,21.5,0.67,12.9,"MATHIES F, EGGERS H, RICHARDS B S, et al. Inkjet-Printed Triple Cation Perovskite Solar Cells [J]. ACS Applied Energy Materials, 2018, 1(5): 1834-9."
188,Cs0.05FA0.75MA 0.20PbI2.88Br0.12,,ITO,SnO2,,,spiro-MeOTAD,,Au,two-step,spin,,DMF/DMSO,150.0,15.0,1.13,25.19,0.804,22.97,"Liu, K., Luo, Y., Jin, Y. et al. Moisture-triggered fast crystallization enables efficient and stable perovskite solar cells. Nat Commun 13, 4891 (2022). https://doi.org/10.1038/s41467-022-32482-y"
189,FA0.9Cs0.07MA0.03PbI2.76Br0.24,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,DMF/DMSO,150.0,30.0,1.08,24.5,0.76,20.52,"Alharbi, E.A., Alyamani, A.Y., Kubicki, D.J. et al. Atomic-level passivation mechanism of ammonium salts enabling highly efficient perovskite solar cells. Nat Commun 10, 3008 (2019). "
190,FA0.9Cs0.07MA0.03PbI2.76Br0.24,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD/EAI,,Au,two-step,spin,CB,DMF/DMSO/IPA,150.0,30.0,1.1,23.96,0.76,20.44,"Alharbi, E.A., Alyamani, A.Y., Kubicki, D.J. et al. Atomic-level passivation mechanism of ammonium salts enabling highly efficient perovskite solar cells. Nat Commun 10, 3008 (2019). "
191,FA0.9Cs0.07MA0.03PbI2.76Br0.24,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD/IAI,,Au,two-step,spin,CB,DMF/DMSO/EAI,150.0,30.0,1.12,24.14,0.81,22.4,"Alharbi, E.A., Alyamani, A.Y., Kubicki, D.J. et al. Atomic-level passivation mechanism of ammonium salts enabling highly efficient perovskite solar cells. Nat Commun 10, 3008 (2019). "
